week,qqq_pred_1w,qqq_pred_1w_cum,qqq_pred_1w_cum_nrst,qqq_actual_1w,qqq_actual_1w_cum,qqq_actual_1w_cum_nrst,qqq_pred_1m,qqq_pred_1m_cum,qqq_pred_1m_cum_nrst,qqq_actual_1m,qqq_actual_1m_cum,qqq_actual_1m_cum_nrst,qqq_pred_6m,qqq_actual_6m,sp_pred_1w,sp_pred_1w_cum,sp_pred_1w_cum_nrst,sp_actual_1w,sp_actual_1w_cum,sp_actual_1w_cum_nrst,sp_pred_1m,sp_pred_1m_cum,sp_pred_1m_cum_nrst,sp_actual_1m,sp_actual_1m_cum,sp_actual_1m_cum_nrst,sp_pred_6m,sp_actual_6m
2011-01-24,0.06068889491654639,0.13056739850444768,0.29452149479365575,0.0013533629387375568,0.02385487171644629,0.07005048232848765,-0.014875898284898298,0.01017805383268889,0.06227699975296719,0.005963717929111573,0.02830524226966044,0.05160147112187033,,,-0.005847436124289285,-0.04699644212908305,-0.08692597999877577,-0.0052875709392014025,0.015163144419980124,0.07740607748953676,-0.03416945660508189,-0.05948495488457037,-0.05172062102016653,0.003790786104995031,0.025073747893907566,0.054814005896358764,,
2011-01-31,0.03815710351800683,0.1687245020224545,0.3326785983116626,0.02938098786351495,0.05323585957996124,0.0994314701920026,0.019486776331072753,0.029664830163761643,0.08176377608403994,0.006878021057428879,0.03518326332708932,0.05847949217929921,,,-0.017598912819081436,-0.06459535494816449,-0.1045248928178572,0.026872100802431187,0.04203524522241131,0.10427817829196795,-0.0026218681236578256,-0.062106823008228194,-0.054342489143824356,0.0077485121358123465,0.03282226002971991,0.06256251803217111,,
2011-02-07,0.013905287431603797,0.1826297894540583,0.3465838857432664,0.018366241787582616,0.07160210136754386,0.11779771197958522,0.005986087123010024,0.035650917286771666,0.08774986320704996,0.006448479143318309,0.04163174247040763,0.06492797132261752,,,-0.031867656466657485,-0.09646301141482197,-0.1363925492845147,0.01389602264236478,0.05593126786477609,0.11817420093433273,-0.011684878745166676,-0.07379170175339486,-0.06602736788899104,0.006964973644977085,0.039787233674697,0.0695274916771482,,
2011-02-14,-0.009546098790085222,0.17308369066397308,0.33703778695318115,0.004977631120504311,0.07657973248804817,0.12277534310008953,0.0006742981903119262,0.036325215477083596,0.08842416139736188,0.013519555927584859,0.05515129839799249,0.07844752725020238,,,-0.04177719003820718,-0.13824020145302915,-0.17816973932272187,0.01040786193258647,0.06633912979736256,0.1285820628669192,-0.01555064409709447,-0.08934234585048934,-0.08157801198608551,0.011472103609545259,0.05125933728424226,0.08099959528669345,,
2011-02-21,0.02833467766881581,0.2014183683327889,0.36537246462199696,-0.017989308360476297,0.05859042412757187,0.10478603473961323,0.005549666911435824,0.04187488238851942,0.0939738283087977,0.008683888102781395,0.06383518650077388,0.08713141535298377,,,-0.014163406818394675,-0.15240360827142382,-0.19233314614111655,-0.017084386356791992,0.04925474344057057,0.11149767651012721,-0.019566932177590243,-0.10890927802807958,-0.10114494416367575,0.008522899755147612,0.05978223703938987,0.08952249504184107,,
2011-02-28,0.016936697535786416,0.2183550658685753,0.3823091621577834,0.005888240190588312,0.06447866431816018,0.11067427493020154,0.015931014490779202,0.057805896879298616,0.10990484279957691,0.0028107011845497354,0.06664588768532362,0.0899421165375335,,,-0.02462624846078809,-0.17702985673221192,-0.21695939460190464,0.0012775729053372542,0.050532316345907824,0.11277524941546446,-0.001287870161710572,-0.11019714818979015,-0.10243281432538633,0.0021242677808741284,0.061906504820264,0.0916467628227152,,
2011-03-07,0.012383092516228655,0.23073815838480397,0.39469225467401203,-0.025596927599725205,0.03888173671843498,0.08507734733047634,0.014096304559758133,0.07190220143905675,0.12400114735933504,-0.00818009116227722,0.0584657965230464,0.08176202537525629,,,-0.023757490588536934,-0.20078734732074885,-0.24071688519044157,-0.012570640191409077,0.03796167615449875,0.10020460922405539,0.0007656752806941142,-0.10943147290909604,-0.10166713904469221,-0.004492397927569336,0.05741410689269466,0.08715436489514586,,
2011-03-14,-0.004383334802810779,0.2263548235819932,0.39030891987120125,-0.034920955414758814,0.003960781303676164,0.050156391915717524,0.023630902712504703,0.09553310415156145,0.14763205007183974,-0.018154737796093,0.0403110587269534,0.06360728757916329,,,-0.0312794232268255,-0.23206677054757435,-0.2719963084172671,-0.019036192224583637,0.01892548392991511,0.08116841699947175,0.005655913570569486,-0.10377555933852656,-0.09601122547412272,-0.011853411466861863,0.0455606954258328,0.075300953428284,,
2011-03-21,-0.035475377028300115,0.19087944655369307,0.35483354284290114,0.0433171412596326,0.04727792256330876,0.09347353317535012,0.03482706872176653,0.130360172873328,0.18245911879360627,-0.0028281253910657778,0.03748293333588762,0.06077916218809751,,,-0.07140870211540706,-0.3034754726629814,-0.34340501053267414,0.026851144263777993,0.0457766281936931,0.10801956126324974,0.017197143977030586,-0.08657841536149596,-0.07881408149709213,-0.0008695288117193667,0.04469116661411343,0.07443142461656463,,
2011-03-28,-0.008203415224650068,0.182676031329043,0.34663012761825107,0.010923059655060241,0.058200982218369,0.10439659283041036,0.010348576317581154,0.14070874919090914,0.19280769511118742,-0.0015694205249477955,0.035913512810939824,0.05920974166314971,,,-0.06469051705870055,-0.36816598972168196,-0.4080955275913747,0.014130401425939354,0.05990702961963246,0.1221499626891891,0.002734853080281527,-0.08384356228121444,-0.0760792284168106,0.0023436783184311583,0.04703484493254459,0.07677510293499579,,
2011-04-04,-0.02108371490228808,0.16159231642675492,0.32554641271596296,-0.00889226422973699,0.04930871798863201,0.09550432860067337,0.010265309140588402,0.15097405833149755,0.20307300425177582,0.0026067453175492583,0.03852025812848908,0.06181648698069897,,,-0.05606760214498935,-0.4242335918666713,-0.46416312973636403,-0.0031756180417282787,0.05673141157790418,0.11897434464746082,-0.0034059680239692247,-0.08724953030518366,-0.07948519644077982,0.004692433855851358,0.05172727878839595,0.08146753679084714,,
2011-04-11,0.04800713205774626,0.20959944848450118,0.3735535447737092,-0.005212896714119175,0.044095821274512836,0.0902914318865542,0.033441801235459326,0.18441585956695689,0.23651480548723514,0.010033759992709168,0.04855401812119825,0.07185024697340814,0.23145528639446855,0.10754297591227313,0.009732724894349162,-0.41450086697232214,-0.45443040484201486,-0.006370753424307152,0.05036065815359703,0.11260359122315367,0.014318010872810344,-0.07293151943237332,-0.06516718556796948,0.007858793555920479,0.059586072344316426,0.08932633034676762,0.17573080354292214,0.1151516852225033
2011-04-18,0.029587951652648853,0.23918740013715004,0.4031414964263581,0.029723598105942717,0.07381941938045555,0.12001502999249691,0.023074656971389905,0.20749051653834677,0.259589462458625,0.006635374204286698,0.05518939232548495,0.07848562117769484,0.16701494761472802,0.11772087313126478,0.00022016617739784028,-0.4142807007949243,-0.454210238664617,0.013505048607012515,0.06386570676060954,0.12610863983016618,0.00031452257815060836,-0.07261699685422271,-0.06485266298981887,0.00452226964172911,0.06410834198604554,0.09384859998849673,0.13550209312891526,0.12566935253152944
2011-04-25,0.04347191207071103,0.28265931220786106,0.44661340849706915,0.012647983025462994,0.08646740240591855,0.1326630130179599,0.03895483454547428,0.24644535108382104,0.2985442970040993,0.0070666050468873864,0.062255997372372335,0.08555222622458222,0.14033675544524105,0.10436611214068214,0.0004087541211170026,-0.41387194667380733,-0.4538014845435,0.019492847982509276,0.08335855474311882,0.14560148781267546,0.018890457495525752,-0.053726539358696965,-0.04596220549429312,0.00586288128087159,0.06997122326691713,0.09971148126936832,0.0697190724795047,0.11393475310286738
2011-05-02,0.012683791771869735,0.2953431039797308,0.4592972002689389,-0.010344123235971003,0.07612327916994754,0.1223188897819889,0.043802113276419634,0.2902474643602407,0.34234641028051893,0.006703640295328883,0.06895963766770122,0.0922558665199111,0.18756929513319864,0.09939165564293428,-0.029686526222500675,-0.443558472896308,-0.4834880107660007,-0.017237239071945742,0.06612131567117308,0.12836424874072971,0.02346475343507865,-0.03026178592361831,-0.022497452059214468,0.0023474760233172243,0.07231869929023435,0.10205895729268555,0.16122431761433553,0.10281406389887038
2011-05-09,0.037258199094272554,0.3326013030740034,0.49655539936321147,-0.0008686145527024847,0.07525466461724506,0.12145027522928642,0.04030046152236402,0.33054792588260473,0.3826468718028829,0.007789710835683056,0.07674934850338427,0.10004557735559416,0.0960716194326896,0.11606961744914823,-0.0070311126760758125,-0.4505895855723838,-0.4905191234420765,-0.0016651882842897425,0.06445612738688333,0.12669906045643997,0.017249293831755025,-0.013012492091863285,-0.005248158227459443,0.0035238673083215766,0.07584256659855593,0.10558282460100712,0.05960699367472744,0.11481074074000008
2011-05-16,0.06826960852612884,0.4008709116001322,0.5648250078893403,-0.01079480122584886,0.0644598633913962,0.11065547400343756,0.03701468639123071,0.3675626122738354,0.41966155819411366,-0.0023398889972648385,0.07440945950611944,0.09770568835832932,0.15849535670643322,0.09183711297100794,0.015515046581170422,-0.4350745389912134,-0.47500407686090607,-0.0032794791976124005,0.06117664818927093,0.12341958125882757,0.018634063376537165,0.0056215712846738805,0.013385905149077722,-0.0006722646428346524,0.07517030195572127,0.10491055995817247,0.15704095920711514,0.10992732032565233
2011-05-23,0.040646877280726135,0.44151778888085835,0.6054718851700664,-0.005735093036906003,0.0587247703544902,0.10492038096653156,0.025859083310666213,0.39342169558450163,0.4455206415047799,-0.006935658012857088,0.06747380149326235,0.09077003034547224,-0.01572814239971018,0.07431653691532625,0.0015356529872533886,-0.43353888600395996,-0.4734684238736527,-0.0015357605809060981,0.059640887608364834,0.12188382067792147,0.00983146820794797,0.015453039492621851,0.023217373357025693,-0.005929416783688496,0.06924088517203278,0.09898114317448398,0.015230020597061225,0.08887367985138306
2011-05-30,0.02201105042335627,0.4635288393042146,0.6274829355934227,-0.01849854781706073,0.04022622253742947,0.08642183314947083,0.027004977774794277,0.4204266733592959,0.47252561927957415,-0.008974264158129519,0.05849953733513283,0.08179576618734272,-0.05501005499647265,0.04838979901517848,-0.008686967884928953,-0.4422258538888889,-0.48215539175858163,-0.023150564414562314,0.03649032319380252,0.09873325626335916,0.009127055799871907,0.024580095292493758,0.0323444291568976,-0.007407748119342639,0.06183313705269014,0.09157339505514134,-0.015851958328971495,0.05635852886916193
2011-06-06,0.08435342611971636,0.5478822654239309,0.7118363617131391,-0.030634711243528345,0.009591511293901123,0.05578712190594248,0.03159174948865257,0.45201842284794846,0.5041173687682268,-0.016415788330835984,0.042083749004296844,0.06537997785650673,-0.016738601329856745,0.009407234227308048,0.025839815735825833,-0.4163860381530631,-0.4563155760227558,-0.02250584322459226,0.013984479969210262,0.0762274130387669,0.01337413699996889,0.03795423229246265,0.045718566156866494,-0.012617911854418268,0.04921522519827187,0.07895548320072307,0.021587328515031354,0.025829124496127842
