window,variable,coef,p_value,t_value
all,wd_0_x_RET_QQQ,-0.3263864955875642,0.02033809892199617,-2.3211180807007827
all,wd_0_x_RET_SP500,0.1336937580636225,0.4230191653073444,0.8012890410627653
all,wd_1_x_MRDI_Short,-0.0007579962031867081,0.6987683207210886,-0.38701567781855106
all,wd_1_x_MRDI_Long,-0.0045140788293931665,0.014235840608154575,-2.4524942915629087
all,wd_1_x_RET_QQQ,-0.3032241175450512,0.028748687598879854,-2.187826517488564
all,wd_1_x_RET_SP500,0.1550370729901791,0.33380182786855617,0.9666190575019175
all,wd_2_x_MRDI_Short,-0.0027166987428013335,0.1703315815377293,-1.3714235536617876
all,wd_2_x_MRDI_Long,-0.0014852865336674,0.46049032768345266,-0.7381217925662465
all,wd_2_x_RET_QQQ,-0.341701068813577,0.012871022703220533,-2.488605944956715
all,wd_2_x_RET_SP500,0.18053997854337467,0.26145340648611853,1.1231453897257138
all,wd_3_x_MRDI_Short,-0.0035226124765032714,0.11734194140805607,-1.5664179162029515
all,wd_3_x_MRDI_Long,-0.0002919009359946033,0.8991333833508051,-0.12676544877223736
all,wd_3_x_RET_QQQ,-0.351394296362,0.011006249217480708,-2.5438675432250335
all,wd_3_x_RET_SP500,0.17902956030126574,0.2722306350108395,1.0981145112669153
all,wd_4_x_MRDI_Short,-0.0005001398103286288,0.8092227766191435,-0.24144722004269736
all,wd_4_x_MRDI_Long,-0.004094848367236168,0.04663308867440834,-1.990328106643314
all,wd_4_x_RET_QQQ,-0.3770347468738896,0.006635643533436156,-2.7162339079743036
all,wd_4_x_RET_SP500,0.1920829222463566,0.23013686258046337,1.2002172498450685
all,m_1_x_RET_QQQ,0.36119504766298577,0.032650596539937356,2.137209908841621
all,m_1_x_RET_SP500,-0.37250043054515747,0.0789962481534547,-1.7570568703959852
all,m_2_x_RET_QQQ,-0.8013187523747298,1.7077616460498753e-09,-6.039620575680632
all,m_2_x_RET_SP500,0.767298081421863,3.382336580375857e-05,4.15150446379095
all,m_3_x_RET_QQQ,-0.2811677581976433,0.02980785299809092,-2.1735295342066734
all,m_3_x_RET_SP500,0.03766844939609651,0.8043974992548124,0.2476789065182809
all,m_4_x_RET_QQQ,-0.03048344777555971,0.8431237234306244,-0.19791427252415558
all,m_4_x_RET_SP500,-0.22488018617179048,0.21591052077466957,-1.2377013205777503
all,m_5_x_RET_QQQ,0.059798494780226655,0.6801876985914076,0.4122417373768002
all,m_5_x_RET_SP500,0.22541085269474687,0.26755120545013045,1.1088975008239665
all,m_6_x_RET_QQQ,0.2073062620627077,0.1435432918659794,1.4630533708237505
all,m_6_x_RET_SP500,-0.14266501450462493,0.4641952777201185,-0.7320371891201486
all,m_7_x_RET_QQQ,-0.46906355032588726,0.0005701966314479977,-3.4486044025685616
